DATA,FLOW
3/15/2007,5.59
3/15/2007,5.34
3/15/2007,4.23
3/16/2007,10.69
3/16/2007,10.09
3/16/2007,9.63
3/16/2007,9.2
3/16/2007,8.78
3/16/2007,8.38
3/16/2007,8
3/16/2007,7.64
3/16/2007,7.3
3/16/2007,6.96
3/16/2007,6.65
3/16/2007,6.35
3/16/2007,6.06
3/16/2007,5.79
3/16/2007,5.11
3/15/2007,4.86
3/15/2007,4.64
3/15/2007,4.43
3/16/2007,19.98
3/16/2007,18.86
3/16/2007,18
3/16/2007,17.19
3/16/2007,16.41
3/16/2007,15.67
3/16/2007,14.96
3/16/2007,14.28
3/16/2007,13.63
3/16/2007,13.02
3/16/2007,12.43
3/16/2007,11.87
3/16/2007,11.33
3/16/2007,5.46
3/17/2007,10.75
3/16/2007,10.21
3/16/2007,9.74
3/16/2007,9.3
3/16/2007,8.88
3/16/2007,8.48
3/16/2007,8.1
3/16/2007,7.73
3/16/2007,7.38
3/16/2007,7.05
3/16/2007,6.73
3/16/2007,6.42
3/16/2007,6.13
3/16/2007,5.85
3/16/2007,5.65
3/17/2007,20.21
3/17/2007,19.3
3/17/2007,18.64
3/17/2007,17.8
3/17/2007,16.99
3/17/2007,16.22
3/17/2007,15.49
3/17/2007,14.79
3/17/2007,14.12
3/17/2007,13.48
3/17/2007,12.87
3/17/2007,12.29
3/17/2007,11.73
3/17/2007,11.2
3/18/2007,19.98
3/18/2007,19.08
3/19/2007,20.22
3/19/2007,19.3
3/19/2007,18.64
3/20/2007,19.53
3/20/2007,18.64
3/21/2007,22.96
3/21/2007,21.92
3/21/2007,20.93
3/21/2007,27.64
3/21/2007,26.39
3/21/2007,25.19
3/21/2007,24.05
3/21/2007,19.98
3/21/2007,19.19
3/22/2007,28.95
3/22/2007,23.23
3/21/2007,21.92
3/21/2007,20.93
3/22/2007,27.01
3/22/2007,25.78
3/22/2007,24.62
3/23/2007,30.32
3/23/2007,29.12
3/22/2007,27.96
3/24/2007,29.63
3/23/2007,28.62
3/25/2007,31.04
3/25/2007,29.46
3/26/2007,33.27
3/26/2007,31.76
3/25/2007,30.33
3/26/2007,34.85
3/27/2007,32.51
3/27/2007,35.26
3/27/2007,33.66
3/28/2007,31.77
3/28/2007,30.51
3/28/2007,33.27
3/28/2007,29.13
3/28/2007,31.77
3/29/2007,30.33
3/29/2007,27.81
3/29/2007,28.96
3/30/2007,27.65
3/30/2007,26.55
3/31/2007,26.7
3/31/2007,25.5
3/31/2007,24.63
3/31/2007,25.79
4/1/2007,24.63
4/1/2007,23.51
4/1/2007,22.45
4/1/2007,24.06
4/2/2007,21.06
4/2/2007,22.97
4/2/2007,21.93
4/2/2007,20.11
4/3/2007,20.94
4/3/2007,19.2
4/3/2007,19.99
4/3/2007,18.33
4/4/2007,19.09
4/4/2007,17.5
4/4/2007,18.23
4/5/2007,17.4
4/5/2007,16.61
4/5/2007,16.14
4/5/2007,17
4/6/2007,15.5
4/6/2007,16.05
4/6/2007,15.06
4/7/2007,14.46
4/7/2007,13.88
4/7/2007,14.97
4/7/2007,13.41
4/8/2007,13.97
4/8/2007,12.88
4/7/2007,12.44
4/8/2007,12.01
4/8/2007,11.54
4/8/2007,13.18
4/9/2007,12.44
4/9/2007,10.95
4/9/2007,11.6
4/9/2007,10.22
4/10/2007,10.83
4/10/2007,9.7
4/10/2007,10.1
4/10/2007,9.31
4/11/2007,8.74
4/11/2007,9.53
4/11/2007,9.1
4/11/2007,8.34
4/12/2007,8.69
4/12/2007,8.29
4/12/2007,7.97
4/13/2007,7.62
4/13/2007,8.01
4/14/2007,7.56
4/13/2007,7.3
4/15/2007,7.74
4/15/2007,7.39
4/15/2007,7.05
4/15/2007,7.56
4/16/2007,7.22
4/16/2007,6.89
4/17/2007,7.56
4/17/2007,7.26
4/18/2007,7.74
4/18/2007,7.39
4/19/2007,8.11
4/19/2007,7.78
4/20/2007,8.49
4/20/2007,8.11
4/20/2007,9.76
4/20/2007,9.32
4/20/2007,8.89
4/20/2007,8.54
4/21/2007,10.71
4/21/2007,10.22
4/22/2007,16.24
4/21/2007,15.33
4/21/2007,14.64
4/21/2007,13.97
4/21/2007,13.34
4/21/2007,12.74
4/21/2007,12.16
4/21/2007,11.61
4/21/2007,11.08
4/21/2007,9.87
4/21/2007,9.32
4/21/2007,8.89
4/22/2007,24.08
4/22/2007,22.73
4/22/2007,21.7
4/22/2007,20.72
4/22/2007,19.78
4/22/2007,18.88
4/22/2007,18.03
4/22/2007,17.21
4/22/2007,10.46
4/22/2007,25.81
4/22/2007,16.34
4/22/2007,15.51
4/22/2007,14.81
4/22/2007,14.14
4/22/2007,13.5
4/22/2007,12.89
4/22/2007,12.3
4/22/2007,11.74
4/22/2007,11.21
4/22/2007,10.83
4/23/2007,27.04
4/23/2007,24.74
4/23/2007,23.53
4/23/2007,22.47
4/23/2007,21.45
4/23/2007,20.48
4/23/2007,19.55
4/23/2007,18.67
4/23/2007,17.82
4/23/2007,17.01
4/24/2007,27.36
4/24/2007,26.12
4/24/2007,24.93
4/24/2007,24.36
4/25/2007,23.53
4/24/2007,22.21
4/25/2007,25.23
4/25/2007,20.96
4/25/2007,20.13
4/25/2007,24.08
4/25/2007,22.99
4/25/2007,21.95
4/26/2007,20.96
4/26/2007,20.01
4/26/2007,19.22
4/27/2007,19.33
4/27/2007,18.67
4/28/2007,19.11
4/28/2007,18.35
4/29/2007,18.89
4/29/2007,18.03
4/29/2007,17.22
4/29/2007,16.25
4/30/2007,17.83
4/30/2007,17.02
4/30/2007,15.51
4/30/2007,16.06
4/30/2007,14.81
4/30/2007,14.3
5/1/2007,13.82
5/1/2007,15.16
5/1/2007,14.31
5/1/2007,13.19
5/1/2007,12.74
5/2/2007,12.31
5/2/2007,13.5
5/2/2007,12.74
5/2/2007,11.75
5/3/2007,11.02
5/3/2007,12.03
5/3/2007,11.48
5/4/2007,10.96
5/4/2007,10.53
5/5/2007,10.71
5/5/2007,10.35
5/6/2007,10.96
5/6/2007,10.53
5/7/2007,10.96
5/7/2007,10.53
5/8/2007,10.84
5/8/2007,10.35
5/8/2007,9.88
5/8/2007,9.38
5/9/2007,10.23
5/9/2007,9.76
5/9/2007,8.95
5/9/2007,9.32
5/9/2007,8.55
5/10/2007,8.9
5/10/2007,8.5
5/10/2007,8.11
5/11/2007,7.75
5/11/2007,8.3
5/12/2007,7.93
5/12/2007,7.57
5/12/2007,7.27
5/12/2007,7.02
5/13/2007,7.31
5/13/2007,6.74
5/13/2007,6.33
5/14/2007,6.9
5/14/2007,6.59
5/14/2007,6.04
5/14/2007,6.29
5/14/2007,5.73
5/15/2007,6
5/15/2007,5.47
5/15/2007,5.26
5/15/2007,5.67
5/16/2007,5.29
5/16/2007,5.05
5/17/2007,5.47
5/17/2007,5.23
5/17/2007,5.02
5/17/2007,5.73
5/18/2007,6.01
5/18/2007,5.54
5/18/2007,5.29
5/19/2007,6.08
5/19/2007,5.8
5/19/2007,5.47
5/20/2007,5.94
5/20/2007,5.67
5/20/2007,5.23
5/20/2007,5.05
5/20/2007,4.88
5/21/2007,5.35
5/21/2007,5.05
5/21/2007,4.66
5/22/2007,4.76
5/22/2007,4.55
5/22/2007,4.37
5/23/2007,4.5
5/23/2007,4.24
5/23/2007,4.05
5/24/2007,4.2
5/24/2007,4.01
5/24/2007,3.91
5/25/2007,4.24
5/25/2007,4.05
5/26/2007,4.1
5/26/2007,3.94
5/27/2007,4.24
5/27/2007,4.01
5/27/2007,3.91
5/28/2007,4.55
5/28/2007,5.23
5/28/2007,4.99
5/28/2007,4.77
5/28/2007,4.34
5/28/2007,4.15
5/28/2007,4.01
5/29/2007,6.01
5/29/2007,5.67
5/29/2007,5.41
5/29/2007,4.6
5/29/2007,6.75
5/29/2007,6.44
5/29/2007,5.11
5/29/2007,4.88
5/30/2007,7.4
5/30/2007,6.98
5/30/2007,6.17
5/29/2007,5.87
5/29/2007,5.6
5/29/2007,5.35
5/30/2007,6.59
5/31/2007,7.75
5/31/2007,7.4
5/30/2007,7.07
5/30/2007,6.82
6/1/2007,7.66
6/1/2007,7.32
6/1/2007,6.98
6/1/2007,7.23
6/2/2007,6.9
6/2/2007,6.67
6/3/2007,6.83
6/3/2007,6.44
6/3/2007,6.15
6/4/2007,6.67
6/4/2007,5.87
6/3/2007,5.67
6/4/2007,6.29
6/4/2007,5.48
6/4/2007,5.23
6/4/2007,6.01
6/5/2007,5.67
6/5/2007,4.99
6/4/2007,4.82
6/5/2007,5.35
6/5/2007,4.66
6/5/2007,5.11
6/6/2007,4.82
6/6/2007,4.53
6/6/2007,4.35
6/6/2007,4.15
6/7/2007,4.5
6/7/2007,3.96
6/7/2007,3.74
6/7/2007,4.25
6/7/2007,3.53
6/7/2007,4.05
6/7/2007,3.87
6/8/2007,3.7
6/8/2007,3.37
6/8/2007,3.49
6/8/2007,3.24
6/9/2007,3.25
6/9/2007,3.11
6/9/2007,3
6/10/2007,3.14
6/10/2007,3
6/10/2007,2.86
6/11/2007,2.73
6/11/2007,2.93
6/12/2007,2.77
6/12/2007,2.66
6/13/2007,2.74
6/13/2007,2.64
6/14/2007,2.74
6/14/2007,2.63
6/15/2007,2.7
6/15/2007,2.58
6/15/2007,2.46
6/16/2007,2.67
6/16/2007,2.52
6/15/2007,2.44
6/17/2007,2.74
6/17/2007,2.61
6/18/2007,2.7
6/18/2007,2.58
6/18/2007,2.46
6/18/2007,2.55
6/19/2007,2.44
6/19/2007,2.35
6/20/2007,2.44
6/20/2007,2.34
6/21/2007,2.41
6/21/2007,2.27
6/22/2007,2.38
6/22/2007,2.22
6/23/2007,2.41
6/23/2007,2.3
6/23/2007,2.12
6/23/2007,2
6/23/2007,2.17
6/24/2007,2.05
6/24/2007,1.96
6/24/2007,1.85
6/24/2007,1.77
6/25/2007,2
6/25/2007,1.91
6/25/2007,1.68
6/24/2007,1.62
6/25/2007,1.78
6/25/2007,1.57
6/25/2007,1.52
6/25/2007,1.68
6/26/2007,1.46
6/26/2007,1.61
6/26/2007,1.52
6/26/2007,1.42
6/27/2007,1.68
6/27/2007,1.59
6/27/2007,1.52
6/27/2007,1.46
6/28/2007,1.89
6/28/2007,1.8
6/28/2007,2.49
6/28/2007,2.38
6/28/2007,2.27
6/28/2007,2.17
6/28/2007,2.07
6/28/2007,1.98
6/28/2007,1.72
6/28/2007,1.64
6/28/2007,1.57
6/28/2007,1.52
6/29/2007,3.29
6/29/2007,3.11
6/29/2007,2.97
6/29/2007,2.83
6/29/2007,2.71
6/29/2007,2.58
6/29/2007,1.91
6/28/2007,1.8
6/29/2007,4.06
6/29/2007,3.83
6/29/2007,3.66
6/29/2007,3.49
6/29/2007,2.44
6/29/2007,2.33
6/29/2007,2.22
6/29/2007,2.12
6/29/2007,2.03
6/30/2007,5
6/30/2007,4.72
6/30/2007,4.5
6/30/2007,4.3
6/30/2007,3.33
6/29/2007,3.14
6/29/2007,3
6/29/2007,2.87
6/29/2007,2.74
6/29/2007,2.61
6/29/2007,2.52
6/30/2007,5.36
6/30/2007,4.08
6/30/2007,3.87
6/30/2007,3.7
6/30/2007,3.53
7/1/2007,5.61
7/1/2007,5.13
6/30/2007,4.88
6/30/2007,4.66
6/30/2007,4.45
6/30/2007,4.25
7/2/2007,5.68
7/2/2007,5.42
7/2/2007,5.17
7/1/2007,5.06
7/2/2007,4.88
7/2/2007,4.61
7/2/2007,5.24
7/3/2007,4.35
7/3/2007,4.18
7/3/2007,5
7/3/2007,4.77
7/3/2007,4.56
7/3/2007,3.96
7/3/2007,4.35
7/4/2007,4.15
7/4/2007,3.79
7/4/2007,3.64
7/4/2007,3.92
7/5/2007,3.66
7/5/2007,3.49
7/5/2007,3.29
7/6/2007,3.49
7/6/2007,3.13
7/6/2007,3.26
7/6/2007,3
7/6/2007,2.9
7/6/2007,2.8
7/6/2007,2.69
7/7/2007,3.07
7/7/2007,2.9
7/7/2007,2.6
7/7/2007,2.71
7/8/2007,2.5
7/8/2007,2.34
7/8/2007,2.55
7/8/2007,2.44
7/9/2007,2.68
7/9/2007,2.33
7/9/2007,2.25
7/10/2007,3.07
7/9/2007,2.9
7/9/2007,2.77
7/10/2007,2.55
7/9/2007,2.41
7/10/2007,3.62
7/10/2007,3.45
7/10/2007,3.3
7/10/2007,2.3
7/11/2007,4.15
7/10/2007,3.92
7/10/2007,3.74
7/11/2007,3.16
7/10/2007,3
7/10/2007,2.87
7/10/2007,2.74
7/11/2007,3.53
7/11/2007,3.37
7/11/2007,4.2
7/11/2007,4.01
7/11/2007,3.83
7/11/2007,3.66
7/12/2007,3.47
7/12/2007,3.92
7/12/2007,3.74
7/12/2007,3.57
7/13/2007,3.3
7/12/2007,3.15
7/13/2007,3.45
7/13/2007,3.3
7/13/2007,3.15
7/14/2007,3.04
7/14/2007,3.15
7/15/2007,3.62
7/15/2007,3.45
7/15/2007,3.3
7/15/2007,3.04
7/15/2007,4.15
7/15/2007,3.97
7/15/2007,3.79
7/15/2007,3.15
7/16/2007,5
7/16/2007,4.77
7/16/2007,4.56
7/16/2007,4.35
7/16/2007,3.64
7/16/2007,3.45
7/16/2007,3.3
7/17/2007,6.02
7/16/2007,5.68
7/16/2007,5.42
7/16/2007,5.18
7/16/2007,4.2
7/16/2007,3.97
7/16/2007,3.79
7/17/2007,4.89
7/17/2007,4.67
7/17/2007,4.45
7/17/2007,6.16
7/17/2007,5.88
7/17/2007,5.62
7/17/2007,5.36
7/17/2007,5.12
7/18/2007,6.09
7/18/2007,5.81
7/18/2007,5.55
7/18/2007,5.3
7/18/2007,5.06
7/19/2007,4.77
7/19/2007,5.49
7/19/2007,5.24
7/19/2007,5
7/19/2007,4.56
7/20/2007,4.72
7/20/2007,4.39
7/21/2007,4.4
7/21/2007,4.23
7/22/2007,4.35
7/22/2007,4.16
7/22/2007,4.04
7/23/2007,4.25
7/23/2007,3.88
7/23/2007,4.01
7/23/2007,3.7
7/24/2007,3.45
7/24/2007,3.79
7/24/2007,3.62
7/24/2007,3.3
7/24/2007,3.17
7/25/2007,3.41
7/25/2007,3.18
7/25/2007,3.08
7/26/2007,3.11
7/26/2007,2.97
7/27/2007,2.83
7/27/2007,2.97
7/28/2007,2.8
7/28/2007,2.71
7/29/2007,2.94
7/29/2007,2.8
7/29/2007,2.71
7/29/2007,2.71
7/29/2007,3.08
7/30/2007,3.3
7/30/2007,2.87
7/30/2007,2.77
7/30/2007,2.77
7/30/2007,3.45
7/30/2007,3.16
7/30/2007,3.01
7/31/2007,3.7
7/31/2007,3.7
7/31/2007,3.97
7/31/2007,3.47
7/31/2007,3.34
8/1/2007,7.25
8/1/2007,6.92
8/1/2007,6.61
8/1/2007,6.31
8/1/2007,6.02
8/1/2007,5.75
8/1/2007,5.49
8/1/2007,5.24
8/1/2007,5
8/1/2007,4.78
8/1/2007,4.56
8/1/2007,4.35
8/1/2007,4.16
8/1/2007,3.79
8/1/2007,3.62
8/1/2007,3.62
8/1/2007,13.24
8/1/2007,12.49
8/1/2007,11.93
8/1/2007,11.39
8/1/2007,10.87
8/1/2007,10.38
8/1/2007,9.91
8/1/2007,9.46
8/1/2007,9.03
8/1/2007,8.62
8/1/2007,8.23
8/1/2007,7.86
8/1/2007,7.5
8/1/2007,4.02
8/2/2007,14.86
8/2/2007,14.19
8/2/2007,7.08
8/2/2007,6.76
8/2/2007,6.46
8/2/2007,6.16
8/2/2007,5.88
8/2/2007,5.62
8/2/2007,5.36
8/2/2007,5.12
8/2/2007,4.89
8/2/2007,4.67
8/2/2007,4.46
8/2/2007,4.25
8/2/2007,4.25
8/2/2007,16.31
8/2/2007,15.39
8/2/2007,13.6
8/2/2007,12.93
8/2/2007,12.35
8/2/2007,11.79
8/2/2007,11.26
8/2/2007,10.75
8/2/2007,10.26
8/2/2007,9.8
8/2/2007,9.35
8/2/2007,8.93
8/2/2007,8.52
8/2/2007,8.14
8/2/2007,7.77
8/2/2007,7.42
8/3/2007,14.52
8/3/2007,14.52
8/3/2007,16.5
8/3/2007,15.75
8/3/2007,15.04
8/3/2007,13.87
8/3/2007,13.39
8/4/2007,12.94
8/4/2007,12.21
8/4/2007,11.65
8/4/2007,11.39
8/4/2007,11.39
8/4/2007,14.52
8/4/2007,13.87
8/4/2007,11
8/4/2007,10.5
8/4/2007,10.03
8/5/2007,13.24
8/5/2007,12.64
8/5/2007,12.07
8/5/2007,11.39
8/5/2007,9.57
8/5/2007,9.03
8/5/2007,8.83
8/5/2007,8.83
8/5/2007,10.75
8/5/2007,10.26
8/5/2007,8.53
8/5/2007,8.14
8/6/2007,9.8
8/6/2007,9.35
8/6/2007,8.83
8/6/2007,7.77
8/6/2007,7.77
8/6/2007,8.33
8/6/2007,7.29
8/7/2007,7.95
8/7/2007,7.59
8/7/2007,6.96
8/7/2007,7.25
8/7/2007,6.65
8/8/2007,6.92
8/8/2007,6.35
8/8/2007,6.61
8/9/2007,6.31
8/9/2007,6.02
8/9/2007,5.75
8/9/2007,5.49
8/9/2007,5.3
8/10/2007,6.17
8/10/2007,5.89
8/10/2007,5.12
8/10/2007,4.89
8/10/2007,5.62
8/10/2007,5.3
8/10/2007,4.67
8/10/2007,4.51
8/11/2007,5.01
8/11/2007,4.36
8/11/2007,4.18
8/11/2007,4.78
8/11/2007,4.51
8/11/2007,4.04
8/12/2007,4.21
8/12/2007,3.88
8/12/2007,3.75
8/12/2007,3.62
8/12/2007,3.48
8/13/2007,3.97
8/13/2007,3.75
8/13/2007,3.54
8/13/2007,3.42
8/14/2007,3.62
8/14/2007,3.46
8/15/2007,3.79
8/15/2007,3.64
8/16/2007,4.36
8/16/2007,4.16
8/16/2007,3.97
8/16/2007,5.01
8/16/2007,4.73
8/16/2007,4.51
8/16/2007,3.81
8/16/2007,3.66
8/16/2007,4.26
8/16/2007,4.06
8/17/2007,5.12
8/17/2007,4.89
8/17/2007,4.67
8/17/2007,4.46
8/18/2007,5.49
8/18/2007,5.18
8/18/2007,5.01
8/19/2007,5.75
8/19/2007,5.49
8/19/2007,5.31
8/20/2007,5.69
8/20/2007,5.43
8/20/2007,5.24
8/21/2007,5.31
8/21/2007,5.07
8/22/2007,4.78
8/21/2007,4.62
8/22/2007,5.07
8/22/2007,4.46
8/22/2007,4.26
8/22/2007,4.78
8/23/2007,4.56
8/23/2007,4.36
8/23/2007,4.19
8/24/2007,5.01
8/24/2007,4.78
8/24/2007,4.57
8/24/2007,4.36
8/24/2007,4.19
8/25/2007,5.25
8/25/2007,5.49
8/25/2007,5.07
8/25/2007,4.78
8/25/2007,4.62
8/26/2007,5.56
8/26/2007,5.31
8/27/2007,5.62
8/27/2007,5.37
8/27/2007,5.19
8/28/2007,5.89
8/28/2007,5.56
8/29/2007,6.31
8/29/2007,6.03
8/28/2007,5.76
8/29/2007,6.61
8/30/2007,6.17
8/30/2007,6.69
8/30/2007,6.39
8/31/2007,6.03
8/31/2007,6.32
9/1/2007,6.03
8/31/2007,5.82
9/2/2007,8.15
9/2/2007,7.78
9/2/2007,7.43
9/2/2007,7.09
9/2/2007,6.77
9/2/2007,6.46
9/2/2007,6.17
9/1/2007,5.96
9/2/2007,10.76
9/2/2007,10.27
9/2/2007,9.81
9/2/2007,9.36
9/2/2007,8.94
9/2/2007,8.53
9/3/2007,12.95
9/3/2007,12.36
9/3/2007,11.8
9/3/2007,11.27
9/3/2007,8.2
9/2/2007,7.78
9/2/2007,7.43
9/2/2007,7.09
9/2/2007,6.77
9/2/2007,6.46
9/2/2007,6.24
9/3/2007,15.59
9/3/2007,14.71
9/3/2007,14.04
9/3/2007,13.41
9/3/2007,10.88
9/3/2007,10.27
9/3/2007,9.81
9/3/2007,9.36
9/3/2007,8.94
9/3/2007,8.53
9/4/2007,18.33
9/4/2007,17.5
9/4/2007,16.71
9/3/2007,12.65
9/3/2007,12.08
9/3/2007,11.53
9/4/2007,21.06
9/4/2007,19.88
9/4/2007,18.98
9/4/2007,16.01
9/4/2007,15.23
9/4/2007,14.54
9/4/2007,13.88
9/4/2007,13.25
9/4/2007,17.91
9/4/2007,17.1
9/5/2007,21.31
9/5/2007,20.34
9/5/2007,19.42
9/5/2007,18.54
9/6/2007,20.35
9/6/2007,19.42
9/6/2007,18.55
9/6/2007,17.71
9/6/2007,16.9
9/6/2007,16.52
9/7/2007,15.95
9/7/2007,15.06
9/6/2007,14.71
9/7/2007,17.91
9/7/2007,17.1
9/7/2007,14.21
9/7/2007,13.57
9/7/2007,16.33
9/7/2007,15.59
9/8/2007,14.71
9/8/2007,12.95
9/8/2007,12.22
9/8/2007,13.88
9/8/2007,11.54
9/8/2007,13.26
9/8/2007,12.66
9/9/2007,12.08
9/9/2007,11.01
9/9/2007,10.58
9/9/2007,11.4
9/9/2007,10.04
9/10/2007,10.64
9/10/2007,9.37
9/10/2007,9.92
9/10/2007,8.89
9/11/2007,9.26
